THE_DATE;YEAR;QUARTER;PERIOD;DAY;DATE_DAYS;DATE_PATTERN
2008/12/09;2008;4;12;9;39758;CL
2008/12/10;2008;4;12;10;39759;CL
2008/12/11;2008;4;12;11;39760;CL
2008/12/12;2008;4;12;12;39761;CL
2008/12/13;2008;4;12;13;39762;CL
2008/12/14;2008;4;12;14;39763;CL
2008/12/15;2008;4;12;15;39764;CL
2008/12/16;2008;4;12;16;39765;CL
2008/12/17;2008;4;12;17;39766;CL
2008/12/18;2008;4;12;18;39767;CL
2008/12/19;2008;4;12;19;39768;CL
2008/12/20;2008;4;12;20;39769;CL
2008/12/21;2008;4;12;21;39770;CL
2008/12/22;2008;4;12;22;39771;CL
2008/12/23;2008;4;12;23;39772;CL
2008/12/24;2008;4;12;24;39773;CL
2008/12/25;2008;4;12;25;39774;CL
2008/12/26;2008;4;12;26;39775;CL
2008/12/27;2008;4;12;27;39776;CL
2008/12/28;2008;4;12;28;39777;CL
2008/12/29;2008;4;12;29;39778;CL
2008/12/30;2008;4;12;30;39779;CL
2008/12/31;2008;4;12;31;39780;CL
2009/01/01;2009;1;1;1;39781;CL
2009/01/02;2009;1;1;2;39782;CL
2009/01/03;2009;1;1;3;39783;CL
2009/01/04;2009;1;1;4;39784;CL
2009/01/05;2009;1;1;5;39785;CL
2009/01/06;2009;1;1;6;39786;CL
2009/01/07;2009;1;1;7;39787;CL
2009/01/08;2009;1;1;8;39788;CL
2009/01/09;2009;1;1;9;39789;CL
2009/01/10;2009;1;1;10;39790;CL
2009/01/11;2009;1;1;11;39791;CL
2009/01/12;2009;1;1;12;39792;CL
2009/01/13;2009;1;1;13;39793;CL
2009/01/14;2009;1;1;14;39794;CL
2009/01/15;2009;1;1;15;39795;CL
2009/01/16;2009;1;1;16;39796;CL
2009/01/17;2009;1;1;17;39797;CL
2009/01/18;2009;1;1;18;39798;CL
2009/01/19;2009;1;1;19;39799;CL
2009/01/20;2009;1;1;20;39800;CL
2009/01/21;2009;1;1;21;39801;CL
2009/01/22;2009;1;1;22;39802;CL
2009/01/23;2009;1;1;23;39803;CL
2009/01/24;2009;1;1;24;39804;CL
2009/01/25;2009;1;1;25;39805;CL
2009/01/26;2009;1;1;26;39806;CL
2009/01/27;2009;1;1;27;39807;CL
2009/01/28;2009;1;1;28;39808;CL
2009/01/29;2009;1;1;29;39809;CL
2009/01/30;2009;1;1;30;39810;CL
2009/01/31;2009;1;1;31;39811;CL
2009/02/01;2009;1;2;1;39812;CL
2009/02/02;2009;1;2;2;39813;CL
2009/02/03;2009;1;2;3;39814;CL
2009/02/04;2009;1;2;4;39815;CL
2009/02/05;2009;1;2;5;39816;CL
2009/02/06;2009;1;2;6;39817;CL
2009/02/07;2009;1;2;7;39818;CL
2009/02/08;2009;1;2;8;39819;CL
2009/02/09;2009;1;2;9;39820;CL
2009/02/10;2009;1;2;10;39821;CL
2009/02/11;2009;1;2;11;39822;CL
2009/02/12;2009;1;2;12;39823;CL
2009/02/13;2009;1;2;13;39824;CL
2009/02/14;2009;1;2;14;39825;CL
2009/02/15;2009;1;2;15;39826;CL
2009/02/16;2009;1;2;16;39827;CL
2009/02/17;2009;1;2;17;39828;CL
2009/02/18;2009;1;2;18;39829;CL
2009/02/19;2009;1;2;19;39830;CL
2009/02/20;2009;1;2;20;39831;CL
2009/02/21;2009;1;2;21;39832;CL
2009/02/22;2009;1;2;22;39833;CL
2009/02/23;2009;1;2;23;39834;CL
2009/02/24;2009;1;2;24;39835;CL
2009/02/25;2009;1;2;25;39836;CL
2009/02/26;2009;1;2;26;39837;CL
2009/02/27;2009;1;2;27;39838;CL
2009/02/28;2009;1;2;28;39839;CL
2009/03/01;2009;1;3;1;39840;CL
2009/03/02;2009;1;3;2;39841;CL
2009/03/03;2009;1;3;3;39842;CL
2009/03/04;2009;1;3;4;39843;CL
2009/03/05;2009;1;3;5;39844;CL
2009/03/06;2009;1;3;6;39845;CL
2009/03/07;2009;1;3;7;39846;CL
2009/03/08;2009;1;3;8;39847;CL
2009/03/09;2009;1;3;9;39848;CL
2009/03/10;2009;1;3;10;39849;CL
2009/03/11;2009;1;3;11;39850;CL
2009/03/12;2009;1;3;12;39851;CL
2009/03/13;2009;1;3;13;39852;CL
2009/03/14;2009;1;3;14;39853;CL
2009/03/15;2009;1;3;15;39854;CL
2009/03/16;2009;1;3;16;39855;CL
2009/03/17;2009;1;3;17;39856;CL
2009/03/18;2009;1;3;18;39857;CL
2009/03/19;2009;1;3;19;39858;CL
2009/03/20;2009;1;3;20;39859;CL
2009/03/21;2009;1;3;21;39860;CL
2009/03/22;2009;1;3;22;39861;CL
2009/03/23;2009;1;3;23;39862;CL
2009/03/24;2009;1;3;24;39863;CL
2009/03/25;2009;1;3;25;39864;CL
2009/03/26;2009;1;3;26;39865;CL
2009/03/27;2009;1;3;27;39866;CL
2009/03/28;2009;1;3;28;39867;CL
2009/03/29;2009;1;3;29;39868;CL
2009/03/30;2009;1;3;30;39869;CL
2009/03/31;2009;1;3;31;39870;CL
2009/04/01;2009;2;4;1;39871;CL
2009/04/02;2009;2;4;2;39872;CL
2009/04/03;2009;2;4;3;39873;CL
2009/04/04;2009;2;4;4;39874;CL
2009/04/05;2009;2;4;5;39875;CL
2009/04/06;2009;2;4;6;39876;CL
2009/04/07;2009;2;4;7;39877;CL
2009/04/08;2009;2;4;8;39878;CL
2009/04/09;2009;2;4;9;39879;CL
2009/04/10;2009;2;4;10;39880;CL
2009/04/11;2009;2;4;11;39881;CL
2009/04/12;2009;2;4;12;39882;CL
2009/04/13;2009;2;4;13;39883;CL
2009/04/14;2009;2;4;14;39884;CL
2009/04/15;2009;2;4;15;39885;CL
2009/04/16;2009;2;4;16;39886;CL
2009/04/17;2009;2;4;17;39887;CL
2009/04/18;2009;2;4;18;39888;CL
2009/04/19;2009;2;4;19;39889;CL
2009/04/20;2009;2;4;20;39890;CL
2009/04/21;2009;2;4;21;39891;CL
2009/04/22;2009;2;4;22;39892;CL
2009/04/23;2009;2;4;23;39893;CL
2009/04/24;2009;2;4;24;39894;CL
2009/04/25;2009;2;4;25;39895;CL
2009/04/26;2009;2;4;26;39896;CL
2009/04/27;2009;2;4;27;39897;CL
2009/04/28;2009;2;4;28;39898;CL
2009/04/29;2009;2;4;29;39899;CL
2009/04/30;2009;2;4;30;39900;CL
2009/05/01;2009;2;5;1;39901;CL
2009/05/02;2009;2;5;2;39902;CL
2009/05/03;2009;2;5;3;39903;CL
2009/05/04;2009;2;5;4;39904;CL
2009/05/05;2009;2;5;5;39905;CL
2009/05/06;2009;2;5;6;39906;CL
2009/05/07;2009;2;5;7;39907;CL
2009/05/08;2009;2;5;8;39908;CL
2009/05/09;2009;2;5;9;39909;CL
2009/05/10;2009;2;5;10;39910;CL
2009/05/11;2009;2;5;11;39911;CL
2009/05/12;2009;2;5;12;39912;CL
2009/05/13;2009;2;5;13;39913;CL
2009/05/14;2009;2;5;14;39914;CL
2009/05/15;2009;2;5;15;39915;CL
2009/05/16;2009;2;5;16;39916;CL
2009/05/17;2009;2;5;17;39917;CL
2009/05/18;2009;2;5;18;39918;CL
2009/05/19;2009;2;5;19;39919;CL
2009/05/20;2009;2;5;20;39920;CL
2009/05/21;2009;2;5;21;39921;CL
2009/05/22;2009;2;5;22;39922;CL
2009/05/23;2009;2;5;23;39923;CL
2009/05/24;2009;2;5;24;39924;CL
2009/05/25;2009;2;5;25;39925;CL
2009/05/26;2009;2;5;26;39926;CL
2009/05/27;2009;2;5;27;39927;CL
2009/05/28;2009;2;5;28;39928;CL
2009/05/29;2009;2;5;29;39929;CL
2009/05/30;2009;2;5;30;39930;CL
2009/05/31;2009;2;5;31;39931;CL
2009/06/01;2009;2;6;1;39932;CL
2009/06/02;2009;2;6;2;39933;CL
2009/06/03;2009;2;6;3;39934;CL
2009/06/04;2009;2;6;4;39935;CL
2009/06/05;2009;2;6;5;39936;CL
2009/06/06;2009;2;6;6;39937;CL
2009/06/07;2009;2;6;7;39938;CL
2009/06/08;2009;2;6;8;39939;CL
2009/06/09;2009;2;6;9;39940;CL
2009/06/10;2009;2;6;10;39941;CL
2009/06/11;2009;2;6;11;39942;CL
2009/06/12;2009;2;6;12;39943;CL
2009/06/13;2009;2;6;13;39944;CL
2009/06/14;2009;2;6;14;39945;CL
2009/06/15;2009;2;6;15;39946;CL
2009/06/16;2009;2;6;16;39947;CL
2009/06/17;2009;2;6;17;39948;CL
2009/06/18;2009;2;6;18;39949;CL
2009/06/19;2009;2;6;19;39950;CL
2009/06/20;2009;2;6;20;39951;CL
2009/06/21;2009;2;6;21;39952;CL
2009/06/22;2009;2;6;22;39953;CL
2009/06/23;2009;2;6;23;39954;CL
2009/06/24;2009;2;6;24;39955;CL
2009/06/25;2009;2;6;25;39956;CL
2009/06/26;2009;2;6;26;39957;CL
2009/06/27;2009;2;6;27;39958;CL
2009/06/28;2009;2;6;28;39959;CL
2009/06/29;2009;2;6;29;39960;CL
2009/06/30;2009;2;6;30;39961;CL
2009/07/01;2009;3;7;1;39962;CL
2009/07/02;2009;3;7;2;39963;CL
2009/07/03;2009;3;7;3;39964;CL
2009/07/04;2009;3;7;4;39965;CL
2009/07/05;2009;3;7;5;39966;CL
2009/07/06;2009;3;7;6;39967;CL
2009/07/07;2009;3;7;7;39968;CL
2009/07/08;2009;3;7;8;39969;CL
2009/07/09;2009;3;7;9;39970;CL
2009/07/10;2009;3;7;10;39971;CL
2009/07/11;2009;3;7;11;39972;CL
2009/07/12;2009;3;7;12;39973;CL
2009/07/13;2009;3;7;13;39974;CL
2009/07/14;2009;3;7;14;39975;CL
2009/07/15;2009;3;7;15;39976;CL
2009/07/16;2009;3;7;16;39977;CL
2009/07/17;2009;3;7;17;39978;CL
2009/07/18;2009;3;7;18;39979;CL
2009/07/19;2009;3;7;19;39980;CL
2009/07/20;2009;3;7;20;39981;CL
2009/07/21;2009;3;7;21;39982;CL
2009/07/22;2009;3;7;22;39983;CL
2009/07/23;2009;3;7;23;39984;CL
2009/07/24;2009;3;7;24;39985;CL
2009/07/25;2009;3;7;25;39986;CL
2009/07/26;2009;3;7;26;39987;CL
2009/07/27;2009;3;7;27;39988;CL
2009/07/28;2009;3;7;28;39989;CL
2009/07/29;2009;3;7;29;39990;CL
2009/07/30;2009;3;7;30;39991;CL
2009/07/31;2009;3;7;31;39992;CL
2009/08/01;2009;3;8;1;39993;CL
2009/08/02;2009;3;8;2;39994;CL
2009/08/03;2009;3;8;3;39995;CL
2009/08/04;2009;3;8;4;39996;CL
2009/08/05;2009;3;8;5;39997;CL
2009/08/06;2009;3;8;6;39998;CL
2009/08/07;2009;3;8;7;39999;CL
2009/08/08;2009;3;8;8;40000;CL
2009/08/09;2009;3;8;9;40001;CL
2009/08/10;2009;3;8;10;40002;CL
2009/08/11;2009;3;8;11;40003;CL
2009/08/12;2009;3;8;12;40004;CL
2009/08/13;2009;3;8;13;40005;CL
2009/08/14;2009;3;8;14;40006;CL
2009/08/15;2009;3;8;15;40007;CL
2009/08/16;2009;3;8;16;40008;CL
2009/08/17;2009;3;8;17;40009;CL
2009/08/18;2009;3;8;18;40010;CL
2009/08/19;2009;3;8;19;40011;CL
2009/08/20;2009;3;8;20;40012;CL
2009/08/21;2009;3;8;21;40013;CL
2009/08/22;2009;3;8;22;40014;CL
2009/08/23;2009;3;8;23;40015;CL
2009/08/24;2009;3;8;24;40016;CL
2009/08/25;2009;3;8;25;40017;CL
2009/08/26;2009;3;8;26;40018;CL
2009/08/27;2009;3;8;27;40019;CL
2009/08/28;2009;3;8;28;40020;CL
2009/08/29;2009;3;8;29;40021;CL
2009/08/30;2009;3;8;30;40022;CL
2009/08/31;2009;3;8;31;40023;CL
2009/09/01;2009;3;9;1;40024;CL
2009/09/02;2009;3;9;2;40025;CL
2009/09/03;2009;3;9;3;40026;CL
2009/09/04;2009;3;9;4;40027;CL
2009/09/05;2009;3;9;5;40028;CL
2009/09/06;2009;3;9;6;40029;CL
2009/09/07;2009;3;9;7;40030;CL
2009/09/08;2009;3;9;8;40031;CL
2009/09/09;2009;3;9;9;40032;CL
2009/09/10;2009;3;9;10;40033;CL
2009/09/11;2009;3;9;11;40034;CL
2009/09/12;2009;3;9;12;40035;CL
2009/09/13;2009;3;9;13;40036;CL
2009/09/14;2009;3;9;14;40037;CL
2009/09/15;2009;3;9;15;40038;CL
2009/09/16;2009;3;9;16;40039;CL
2009/09/17;2009;3;9;17;40040;CL
2009/09/18;2009;3;9;18;40041;CL
2009/09/19;2009;3;9;19;40042;CL
2009/09/20;2009;3;9;20;40043;CL
2009/09/21;2009;3;9;21;40044;CL
2009/09/22;2009;3;9;22;40045;CL
2009/09/23;2009;3;9;23;40046;CL
2009/09/24;2009;3;9;24;40047;CL
2009/09/25;2009;3;9;25;40048;CL
2009/09/26;2009;3;9;26;40049;CL
2009/09/27;2009;3;9;27;40050;CL
2009/09/28;2009;3;9;28;40051;CL
2009/09/29;2009;3;9;29;40052;CL
2009/09/30;2009;3;9;30;40053;CL
2009/10/01;2009;4;10;1;40054;CL
2009/10/02;2009;4;10;2;40055;CL
2009/10/03;2009;4;10;3;40056;CL
2009/10/04;2009;4;10;4;40057;CL
2009/10/05;2009;4;10;5;40058;CL
2009/10/06;2009;4;10;6;40059;CL
2009/10/07;2009;4;10;7;40060;CL
2009/10/08;2009;4;10;8;40061;CL
2009/10/09;2009;4;10;9;40062;CL
2009/10/10;2009;4;10;10;40063;CL
2009/10/11;2009;4;10;11;40064;CL
2009/10/12;2009;4;10;12;40065;CL
2009/10/13;2009;4;10;13;40066;CL
2009/10/14;2009;4;10;14;40067;CL
2009/10/15;2009;4;10;15;40068;CL
2009/10/16;2009;4;10;16;40069;CL
2009/10/17;2009;4;10;17;40070;CL
2009/10/18;2009;4;10;18;40071;CL
2009/10/19;2009;4;10;19;40072;CL
2009/10/20;2009;4;10;20;40073;CL
2009/10/21;2009;4;10;21;40074;CL
2009/10/22;2009;4;10;22;40075;CL
2009/10/23;2009;4;10;23;40076;CL
2009/10/24;2009;4;10;24;40077;CL
2009/10/25;2009;4;10;25;40078;CL
2009/10/26;2009;4;10;26;40079;CL
2009/10/27;2009;4;10;27;40080;CL
2009/10/28;2009;4;10;28;40081;CL
2009/10/29;2009;4;10;29;40082;CL
2009/10/30;2009;4;10;30;40083;CL
2009/10/31;2009;4;10;31;40084;CL
2009/11/01;2009;4;11;1;40085;CL
2009/11/02;2009;4;11;2;40086;CL
2009/11/03;2009;4;11;3;40087;CL
2009/11/04;2009;4;11;4;40088;CL
2009/11/05;2009;4;11;5;40089;CL
2009/11/06;2009;4;11;6;40090;CL
2009/11/07;2009;4;11;7;40091;CL
2009/11/08;2009;4;11;8;40092;CL
2009/11/09;2009;4;11;9;40093;CL
2009/11/10;2009;4;11;10;40094;CL
2009/11/11;2009;4;11;11;40095;CL
2009/11/12;2009;4;11;12;40096;CL
2009/11/13;2009;4;11;13;40097;CL
2009/11/14;2009;4;11;14;40098;CL
2009/11/15;2009;4;11;15;40099;CL
2009/11/16;2009;4;11;16;40100;CL
2009/11/17;2009;4;11;17;40101;CL
2009/11/18;2009;4;11;18;40102;CL
2009/11/19;2009;4;11;19;40103;CL
2009/11/20;2009;4;11;20;40104;CL
2009/11/21;2009;4;11;21;40105;CL
2009/11/22;2009;4;11;22;40106;CL
2009/11/23;2009;4;11;23;40107;CL
2009/11/24;2009;4;11;24;40108;CL
2009/11/25;2009;4;11;25;40109;CL
2009/11/26;2009;4;11;26;40110;CL
2009/11/27;2009;4;11;27;40111;CL
2009/11/28;2009;4;11;28;40112;CL
2009/11/29;2009;4;11;29;40113;CL
2009/11/30;2009;4;11;30;40114;CL
2009/12/01;2009;4;12;1;40115;CL
2009/12/02;2009;4;12;2;40116;CL
2009/12/03;2009;4;12;3;40117;CL
2009/12/04;2009;4;12;4;40118;CL
2009/12/05;2009;4;12;5;40119;CL
2009/12/06;2009;4;12;6;40120;CL
2009/12/07;2009;4;12;7;40121;CL
2009/12/08;2009;4;12;8;40122;CL
2009/12/09;2009;4;12;9;40123;CL
2009/12/10;2009;4;12;10;40124;CL
2009/12/11;2009;4;12;11;40125;CL
2009/12/12;2009;4;12;12;40126;CL
2009/12/13;2009;4;12;13;40127;CL
2009/12/14;2009;4;12;14;40128;CL
2009/12/15;2009;4;12;15;40129;CL
2009/12/16;2009;4;12;16;40130;CL
2009/12/17;2009;4;12;17;40131;CL
2009/12/18;2009;4;12;18;40132;CL
2009/12/19;2009;4;12;19;40133;CL
2009/12/20;2009;4;12;20;40134;CL
2009/12/21;2009;4;12;21;40135;CL
2009/12/22;2009;4;12;22;40136;CL
2009/12/23;2009;4;12;23;40137;CL
2009/12/24;2009;4;12;24;40138;CL
2009/12/25;2009;4;12;25;40139;CL
2009/12/26;2009;4;12;26;40140;CL
2009/12/27;2009;4;12;27;40141;CL
2009/12/28;2009;4;12;28;40142;CL
2009/12/29;2009;4;12;29;40143;CL
2009/12/30;2009;4;12;30;40144;CL
2009/12/31;2009;4;12;31;40145;CL
2010/01/01;2010;1;1;1;40146;CL
2010/01/02;2010;1;1;2;40147;CL
2010/01/03;2010;1;1;3;40148;CL
2010/01/04;2010;1;1;4;40149;CL
2010/01/05;2010;1;1;5;40150;CL
2010/01/06;2010;1;1;6;40151;CL
2010/01/07;2010;1;1;7;40152;CL
2010/01/08;2010;1;1;8;40153;CL
2010/01/09;2010;1;1;9;40154;CL
2010/01/10;2010;1;1;10;40155;CL
2010/01/11;2010;1;1;11;40156;CL
2010/01/12;2010;1;1;12;40157;CL
2010/01/13;2010;1;1;13;40158;CL
2010/01/14;2010;1;1;14;40159;CL
2010/01/15;2010;1;1;15;40160;CL
2010/01/16;2010;1;1;16;40161;CL
2010/01/17;2010;1;1;17;40162;CL
2010/01/18;2010;1;1;18;40163;CL
2010/01/19;2010;1;1;19;40164;CL
2010/01/20;2010;1;1;20;40165;CL
2010/01/21;2010;1;1;21;40166;CL
2010/01/22;2010;1;1;22;40167;CL
2010/01/23;2010;1;1;23;40168;CL
2010/01/24;2010;1;1;24;40169;CL
2010/01/25;2010;1;1;25;40170;CL
2010/01/26;2010;1;1;26;40171;CL
2010/01/27;2010;1;1;27;40172;CL
2010/01/28;2010;1;1;28;40173;CL
2010/01/29;2010;1;1;29;40174;CL
2010/01/30;2010;1;1;30;40175;CL
2010/01/31;2010;1;1;31;40176;CL
2010/02/01;2010;1;2;1;40177;CL
2010/02/02;2010;1;2;2;40178;CL
2010/02/03;2010;1;2;3;40179;CL
2010/02/04;2010;1;2;4;40180;CL
2010/02/05;2010;1;2;5;40181;CL
2010/02/06;2010;1;2;6;40182;CL
2010/02/07;2010;1;2;7;40183;CL
2010/02/08;2010;1;2;8;40184;CL
2010/02/09;2010;1;2;9;40185;CL
2010/02/10;2010;1;2;10;40186;CL
2010/02/11;2010;1;2;11;40187;CL
2010/02/12;2010;1;2;12;40188;CL
2010/02/13;2010;1;2;13;40189;CL
2010/02/14;2010;1;2;14;40190;CL
2010/02/15;2010;1;2;15;40191;CL
2010/02/16;2010;1;2;16;40192;CL
2010/02/17;2010;1;2;17;40193;CL
2010/02/18;2010;1;2;18;40194;CL
2010/02/19;2010;1;2;19;40195;CL
2010/02/20;2010;1;2;20;40196;CL
2010/02/21;2010;1;2;21;40197;CL
2010/02/22;2010;1;2;22;40198;CL
2010/02/23;2010;1;2;23;40199;CL
2010/02/24;2010;1;2;24;40200;CL
2010/02/25;2010;1;2;25;40201;CL
2010/02/26;2010;1;2;26;40202;CL
2010/02/27;2010;1;2;27;40203;CL
2010/02/28;2010;1;2;28;40204;CL
2010/03/01;2010;1;3;1;40205;CL
2010/03/02;2010;1;3;2;40206;CL
2010/03/03;2010;1;3;3;40207;CL
2010/03/04;2010;1;3;4;40208;CL
2010/03/05;2010;1;3;5;40209;CL
2010/03/06;2010;1;3;6;40210;CL
2010/03/07;2010;1;3;7;40211;CL
2010/03/08;2010;1;3;8;40212;CL
2010/03/09;2010;1;3;9;40213;CL
2010/03/10;2010;1;3;10;40214;CL
2010/03/11;2010;1;3;11;40215;CL
2010/03/12;2010;1;3;12;40216;CL
2010/03/13;2010;1;3;13;40217;CL
2010/03/14;2010;1;3;14;40218;CL
2010/03/15;2010;1;3;15;40219;CL
2010/03/16;2010;1;3;16;40220;CL
2010/03/17;2010;1;3;17;40221;CL
2010/03/18;2010;1;3;18;40222;CL
2010/03/19;2010;1;3;19;40223;CL
2010/03/20;2010;1;3;20;40224;CL
2010/03/21;2010;1;3;21;40225;CL
2010/03/22;2010;1;3;22;40226;CL
2010/03/23;2010;1;3;23;40227;CL
2010/03/24;2010;1;3;24;40228;CL
2010/03/25;2010;1;3;25;40229;CL
2010/03/26;2010;1;3;26;40230;CL
2010/03/27;2010;1;3;27;40231;CL
2010/03/28;2010;1;3;28;40232;CL
2010/03/29;2010;1;3;29;40233;CL
2010/03/30;2010;1;3;30;40234;CL
2010/03/31;2010;1;3;31;40235;CL
2010/04/01;2010;2;4;1;40236;CL
2010/04/02;2010;2;4;2;40237;CL
2010/04/03;2010;2;4;3;40238;CL
2010/04/04;2010;2;4;4;40239;CL
2010/04/05;2010;2;4;5;40240;CL
2010/04/06;2010;2;4;6;40241;CL
2010/04/07;2010;2;4;7;40242;CL
2010/04/08;2010;2;4;8;40243;CL
2010/04/09;2010;2;4;9;40244;CL
2010/04/10;2010;2;4;10;40245;CL
2010/04/11;2010;2;4;11;40246;CL
2010/04/12;2010;2;4;12;40247;CL
2010/04/13;2010;2;4;13;40248;CL
2010/04/14;2010;2;4;14;40249;CL
2010/04/15;2010;2;4;15;40250;CL
2010/04/16;2010;2;4;16;40251;CL
2010/04/17;2010;2;4;17;40252;CL
2010/04/18;2010;2;4;18;40253;CL
2010/04/19;2010;2;4;19;40254;CL
2010/04/20;2010;2;4;20;40255;CL
2010/04/21;2010;2;4;21;40256;CL
2010/04/22;2010;2;4;22;40257;CL
2010/04/23;2010;2;4;23;40258;CL
2010/04/24;2010;2;4;24;40259;CL
2010/04/25;2010;2;4;25;40260;CL
2010/04/26;2010;2;4;26;40261;CL
2010/04/27;2010;2;4;27;40262;CL
2010/04/28;2010;2;4;28;40263;CL
2010/04/29;2010;2;4;29;40264;CL
2010/04/30;2010;2;4;30;40265;CL
2010/05/01;2010;2;5;1;40266;CL
2010/05/02;2010;2;5;2;40267;CL
2010/05/03;2010;2;5;3;40268;CL
2010/05/04;2010;2;5;4;40269;CL
2010/05/05;2010;2;5;5;40270;CL
2010/05/06;2010;2;5;6;40271;CL
2010/05/07;2010;2;5;7;40272;CL
2010/05/08;2010;2;5;8;40273;CL
2010/05/09;2010;2;5;9;40274;CL
2010/05/10;2010;2;5;10;40275;CL
2010/05/11;2010;2;5;11;40276;CL
2010/05/12;2010;2;5;12;40277;CL
2010/05/13;2010;2;5;13;40278;CL
2010/05/14;2010;2;5;14;40279;CL
2010/05/15;2010;2;5;15;40280;CL
2010/05/16;2010;2;5;16;40281;CL
2010/05/17;2010;2;5;17;40282;CL
2010/05/18;2010;2;5;18;40283;CL
2010/05/19;2010;2;5;19;40284;CL
2010/05/20;2010;2;5;20;40285;CL
2010/05/21;2010;2;5;21;40286;CL
2010/05/22;2010;2;5;22;40287;CL
2010/05/23;2010;2;5;23;40288;CL
2010/05/24;2010;2;5;24;40289;CL
2010/05/25;2010;2;5;25;40290;CL
2010/05/26;2010;2;5;26;40291;CL
2010/05/27;2010;2;5;27;40292;CL
2010/05/28;2010;2;5;28;40293;CL
2010/05/29;2010;2;5;29;40294;CL
2010/05/30;2010;2;5;30;40295;CL
2010/05/31;2010;2;5;31;40296;CL
2010/06/01;2010;2;6;1;40297;CL
2010/06/02;2010;2;6;2;40298;CL
2010/06/03;2010;2;6;3;40299;CL
2010/06/04;2010;2;6;4;40300;CL
2010/06/05;2010;2;6;5;40301;CL
2010/06/06;2010;2;6;6;40302;CL
2010/06/07;2010;2;6;7;40303;CL
2010/06/08;2010;2;6;8;40304;CL
2010/06/09;2010;2;6;9;40305;CL
2010/06/10;2010;2;6;10;40306;CL
2010/06/11;2010;2;6;11;40307;CL
2010/06/12;2010;2;6;12;40308;CL
2010/06/13;2010;2;6;13;40309;CL
2010/06/14;2010;2;6;14;40310;CL
2010/06/15;2010;2;6;15;40311;CL
2010/06/16;2010;2;6;16;40312;CL
2010/06/17;2010;2;6;17;40313;CL
2010/06/18;2010;2;6;18;40314;CL
2010/06/19;2010;2;6;19;40315;CL
2010/06/20;2010;2;6;20;40316;CL
2010/06/21;2010;2;6;21;40317;CL
2010/06/22;2010;2;6;22;40318;CL
2010/06/23;2010;2;6;23;40319;CL
2010/06/24;2010;2;6;24;40320;CL
2010/06/25;2010;2;6;25;40321;CL
2010/06/26;2010;2;6;26;40322;CL
2010/06/27;2010;2;6;27;40323;CL
2010/06/28;2010;2;6;28;40324;CL
2010/06/29;2010;2;6;29;40325;CL
2010/06/30;2010;2;6;30;40326;CL
2010/07/01;2010;3;7;1;40327;CL
2010/07/02;2010;3;7;2;40328;CL
2010/07/03;2010;3;7;3;40329;CL
2010/07/04;2010;3;7;4;40330;CL
2010/07/05;2010;3;7;5;40331;CL
2010/07/06;2010;3;7;6;40332;CL
2010/07/07;2010;3;7;7;40333;CL
2010/07/08;2010;3;7;8;40334;CL
2010/07/09;2010;3;7;9;40335;CL
2010/07/10;2010;3;7;10;40336;CL
2010/07/11;2010;3;7;11;40337;CL
2010/07/12;2010;3;7;12;40338;CL
2010/07/13;2010;3;7;13;40339;CL
2010/07/14;2010;3;7;14;40340;CL
2010/07/15;2010;3;7;15;40341;CL
2010/07/16;2010;3;7;16;40342;CL
2010/07/17;2010;3;7;17;40343;CL
2010/07/18;2010;3;7;18;40344;CL
2010/07/19;2010;3;7;19;40345;CL
2010/07/20;2010;3;7;20;40346;CL
2010/07/21;2010;3;7;21;40347;CL
2010/07/22;2010;3;7;22;40348;CL
2010/07/23;2010;3;7;23;40349;CL
2010/07/24;2010;3;7;24;40350;CL
2010/07/25;2010;3;7;25;40351;CL
2010/07/26;2010;3;7;26;40352;CL
2010/07/27;2010;3;7;27;40353;CL
2010/07/28;2010;3;7;28;40354;CL
2010/07/29;2010;3;7;29;40355;CL
2010/07/30;2010;3;7;30;40356;CL
2010/07/31;2010;3;7;31;40357;CL
2010/08/01;2010;3;8;1;40358;CL
2010/08/02;2010;3;8;2;40359;CL
2010/08/03;2010;3;8;3;40360;CL
2010/08/04;2010;3;8;4;40361;CL
2010/08/05;2010;3;8;5;40362;CL
2010/08/06;2010;3;8;6;40363;CL
2010/08/07;2010;3;8;7;40364;CL
2010/08/08;2010;3;8;8;40365;CL
2010/08/09;2010;3;8;9;40366;CL
2010/08/10;2010;3;8;10;40367;CL
2010/08/11;2010;3;8;11;40368;CL
2010/08/12;2010;3;8;12;40369;CL
2010/08/13;2010;3;8;13;40370;CL
2010/08/14;2010;3;8;14;40371;CL
2010/08/15;2010;3;8;15;40372;CL
2010/08/16;2010;3;8;16;40373;CL
2010/08/17;2010;3;8;17;40374;CL
2010/08/18;2010;3;8;18;40375;CL
2010/08/19;2010;3;8;19;40376;CL
2010/08/20;2010;3;8;20;40377;CL
2010/08/21;2010;3;8;21;40378;CL
2010/08/22;2010;3;8;22;40379;CL
2010/08/23;2010;3;8;23;40380;CL
2010/08/24;2010;3;8;24;40381;CL
2010/08/25;2010;3;8;25;40382;CL
2010/08/26;2010;3;8;26;40383;CL
2010/08/27;2010;3;8;27;40384;CL
2010/08/28;2010;3;8;28;40385;CL
2010/08/29;2010;3;8;29;40386;CL
2010/08/30;2010;3;8;30;40387;CL
2010/08/31;2010;3;8;31;40388;CL
2010/09/01;2010;3;9;1;40389;CL
2010/09/02;2010;3;9;2;40390;CL
2010/09/03;2010;3;9;3;40391;CL
